ESNTL_ID,FCLTY_NM,LCLAS_NM,MLSFC_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,FCLTY_LA,FCLTY_LO,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,RSTDE_OPN_BSNS_TIME,RSTDE_CLOS_TIME,RSTDE_GUID_CN,TEL_NO,OPTN_DC,ADIT_DC
KCIBSPO21N000000279,좋아서점,독립서점,일반서적,36124,경상북도 영주시 대학로78번길 3,36.80810318,128.6161366,1200,2000,1200,2000,1200,2000,,,매주 목요일 휴무,01046670377,"""독립서점""서점, 공간임대, 북카페 등 복합문화공간","카페 : 있음, 리뷰여부 : 있음"
KCIBSPO21N000000280,마음약방,독립서점,일반서적,51364,경상남도 창원시 마산회원구 양덕북9길 83,35.23286155,128.585172,,,,,,,,,,01022507257,"""독립서점""서점 그리고 심리상담",
KCIBSPO21N000000281,행복스러움 그곳,독립서점,일반서적,30064,세종특별자치시 달빛로 16 가재마을 8단지,36.4997486,127.2499173,1100,1900,1100,1900,,,,,,050714047472,"""독립서점""출판물 취급하는 ""독립서점""서점",
KCIBSPO21N000000282,북커뮤니티 비움과 채움,독립서점,일반서적,30130,세종특별자치시 누리로 28 B상가동 1층,36.47496108,127.2546902,1000,1900,1000,1900,1000,1900,,,,050713196516,"""독립서점""출판물 취급하는 ""독립서점""서점","주차 : 가능, 리뷰여부 : 있음"
KCIBSPO21N000000283,고마다락,독립서점,독립서적,32549,충청남도 공주시 봉황로 54-1,36.4509681,127.1210394,1400,1800,1400,1800,1400,1800,1400,1800,,01024743217,"주중 하루 독채대관이 가능한 ""독립서점""서점","주차 : 가능, 리뷰여부 : 있음"
KCIBSPO21N000000284,공주로,독립서점,일반서적,32550,충청남도 공주시 큰샘1길 4-3 2층,36.44975868,127.1202655,1200,1800,,,,,,,,050713672942,"여행도서, 여행책방, 로컬매거진 취급하는 ""독립서점""서점","주차 : 가능, 리뷰여부 : 있음"
KCIBSPO21N000000285,산촌책방돌베개,독립서점,독립서적,28193,충청북도 청주시 상당구 낭성면 호정전하울길 150,36.61011084,127.6013375,1500,2300,1500,2300,,,,,"월요일, 일요일 휴무",01094636314,"""독립서점""서점,북스테이","주차 : 가능, 리뷰여부 : 있음"
KCIBSPO21N000000286,이월서가,독립서점,일반서적,27812,충청북도 진천군 이월면 진안로 583-6,36.95873378,127.387329,1130,2000,,,,,,,월요일 휴무,050713088236,"""독립서점""서점,북카페","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음"
KCIBSPO21N000000287,텍스트칼로리,독립서점,일반서적,34615,대전광역시 동구 철갑3길 13,36.3341714,127.4379365,1130,2030,1130,2030,1130,2030,,,월요일 휴무,050714396530,"다양한 큐레이션 북,굿즈,음료와 디저트 판매","카페 : 있음, 리뷰여부 : 있음"
KCIBSPO21N000000288,책방정류장,독립서점,일반서적,34428,대전광역시 대덕구 한밭대로1174번길 46,36.35684802,127.4289329,1300,2100,1300,2100,1300,2100,1300,2100,수요일 휴무,050713305410,"소모임,독서모임,문화행사,강연,북토크를 진행하는 ""독립서점""서점",리뷰여부 : 있음
KCIBSPO21N000000289,해윰책방,독립서점,일반서적,35357,대전광역시 서구 원도안로179번길 22-16 1층 해윰책방,36.3200472,127.3428812,1200,1800,1300,1800,1300,1800,,,월요일 휴무,01079382156,"""독립서점""서점이자 ""독립서점""출판사이며 북토크와 독서모임을 진행하는 서점",리뷰여부 : 있음
KCIBSPO21N000000290,월간토마토,독립서점,일반서적,34625,대전광역시 동구 대전천동로 574 2층,36.3315256,127.4282087,900,1815,,,,,,,,050713187151,"잡지를 만들고 직접 출판하는 ""독립서점""서점",리뷰여부 : 있음
